"index","target_flag","target_amt","kidsdriv","homekids","parent1","mstatus","sex","education","job","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","home_val","yoj","income","age"
4484,"0",0,0,1,"N","Y","F","High School","Home Maker",40,"Private",9030,1,"SUV","N",0,0,"N",0,"Rural",1,120175,0,0,33
4485,"1",3968,2,3,"N","Y","F","Masters","Professional",37,"Private",11760,3,"SUV","N",11528,4,"N",7,"Urban",16,329334,15,106465,57
4486,"0",0,0,0,"N","N","F","High School","Blue Collar",75,"Private",11690,10,"SUV","N",0,0,"Y",0,"Rural",1,190206,10,55714,41
4487,"0",0,0,0,"N","Y","M","Masters","Manager",9,"Commercial",23170,1,"Panel Truck","Y",0,0,"N",0,"Urban",11,385708,11,140275,39
4488,"0",0,0,0,"N","N","F","High School","Blue Collar",41,"Private",8240,10,"Sports Car","N",0,0,"N",0,"Urban",13,0,12,45215,50
4489,"1",8927,0,2,"N","Y","F","High School","Student",15,"Private",5800,1,"Sports Car","N",5767,1,"N",9,"Urban",6,0,0,0,43
4490,"0",0,0,0,"N","N","F","High School","Home Maker",30,"Private",8110,6,"SUV","N",0,0,"N",3,"Rural",1,0,11,29058,37
4491,"0",0,0,0,"N","N","F","High School","Student",41,"Commercial",10390,3,"SUV","N",0,0,"N",0,"Rural",7,0,13,8014,54
4492,"0",0,0,0,"N","Y","F","Masters","Home Maker",51,"Private",1500,6,"Sports Car","N",0,0,"N",1,"Rural",17,103572,0,0,50
4493,"0",0,0,0,"N","Y","M","Bachelors","Home Maker",64,"Private",7730,6,"Pickup","Y",0,0,"N",1,"Urban",6,197029,12,52383,54
4494,"0",0,0,0,"N","Y","F","High School","Manager",21,"Commercial",17140,6,"Pickup","N",8410,1,"N",0,"Urban",8,140705,15,35390,60
4495,"0",0,0,0,"N","N","M","PhD",NA,18,"Commercial",33840,1,"Panel Truck","N",0,0,"N",1,"Urban",17,0,11,243751,47
4496,"0",0,0,4,"Y","N","F","High School","Blue Collar",56,"Private",7760,4,"SUV","N",5293,1,"N",6,"Urban",1,0,14,33572,29
4497,"1",4579,2,3,"N","Y","M","High School","Blue Collar",77,"Commercial",6420,1,"Pickup","Y",8183,2,"N",1,"Urban",1,108984,13,18154,44
4498,"0",0,0,0,"N","Y","F","PhD","Doctor",37,"Private",42520,7,"SUV","N",0,0,"N",0,"Urban",14,284550,13,103293,61
4499,"0",0,0,0,"N","Y","M","Masters","Manager",22,"Commercial",19780,6,"Van","Y",0,0,"N",0,"Urban",10,396292,12,152156,51
4501,"1",2091,0,0,"N","Y","F","High School","Clerical",31,"Private",3030,1,"Sports Car","N",0,0,"N",0,"Urban",1,146062,13,15252,38
4502,"0",0,0,0,"N","Y","F","Bachelors","Manager",33,"Private",4910,4,"Sports Car","N",7244,1,"N",3,"Urban",7,181309,17,34127,49
4503,"0",0,0,0,"N","Y","M","High School","Blue Collar",39,"Private",10700,3,"Minivan","Y",0,0,"N",2,"Rural",1,118273,6,11898,32
4504,"0",0,0,1,"N","Y","F","High School","Student",52,"Private",11800,7,"SUV","N",0,0,"N",0,"Rural",11,0,0,0,51
4505,"1",5613,0,0,"N","Y","M","High School","Blue Collar",20,"Commercial",11210,1,"Pickup","Y",7759,2,"N",1,"Urban",6,168921,11,49035,48
4506,"0",0,0,0,"N","N","F","PhD","Doctor",21,"Private",23140,1,"Pickup","N",0,0,"N",0,"Urban",19,0,9,178356,38
4507,"1",196,3,3,"N","Y","M","High School","Student",39,"Commercial",14990,4,"Minivan","N",3826,2,"N",3,"Urban",1,107534,17,3151,38
4508,"0",0,0,0,"N","N","M","High School","Blue Collar",49,"Private",14190,1,"Minivan","N",0,0,"N",0,"Urban",1,0,11,59598,42
4510,"0",0,2,2,"N","Y","F","Bachelors","Manager",26,"Private",16540,1,"Pickup","N",0,0,"N",1,"Urban",7,236422,13,61616,44
4511,"0",0,0,0,"N","N","M","High School","Clerical",14,"Private",13790,1,"Minivan","N",19596,1,"N",0,"Rural",1,0,12,46839,48
4512,"0",0,0,0,"N","N","M","High School","Clerical",27,"Commercial",23830,6,"Panel Truck","Y",3600,2,"N",2,"Rural",7,0,14,23892,59
4514,"0",0,0,0,"N","Y","F","PhD","Home Maker",64,"Private",6700,1,"SUV","N",0,0,"N",1,"Rural",9,115330,0,0,52
4515,"1",6357,1,1,"N","Y","F","High School","Clerical",37,"Private",7660,4,"SUV","N",0,0,"N",0,"Urban",3,165566,13,34675,45
4516,"0",0,0,0,"N","Y","F","Bachelors","Clerical",23,"Private",8810,1,"SUV","N",0,0,"N",0,"Urban",10,177908,12,40071,33
4517,"1",8349,1,3,"Y","N","M","High School","Clerical",61,"Private",19550,16,"Van","N",6436,1,"N",3,"Rural",1,0,15,33809,38
4518,"0",0,0,1,"N","Y","F","High School","Student",26,"Commercial",8510,1,"Sports Car","N",0,0,"N",0,"Urban",8,0,11,18196,33
4519,"0",0,0,0,"N","Y","F","High School","Manager",37,"Private",14130,6,"Sports Car","N",0,0,"N",0,"Urban",1,233959,8,78254,48
4520,"0",0,0,0,"N","Y","F","Bachelors","Manager",25,"Private",6800,1,"SUV","N",0,0,"N",0,"Urban",14,282737,9,96093,53
4522,"0",0,0,0,"N","Y","M","Masters",NA,21,"Private",14610,1,"Minivan","N",0,0,"N",0,"Urban",14,252802,5,75983,46
4523,"0",0,0,0,"N","N","M","Masters","Lawyer",25,"Private",7900,6,"Pickup","Y",0,0,"N",0,"Urban",14,0,9,64032,40
4524,"0",0,0,0,"N","Y","M","Bachelors","Manager",20,"Private",17470,4,"Van","N",0,0,"N",3,"Urban",13,345792,12,112685,35
4525,"1",3231,0,0,"N","Y","M","PhD",NA,19,"Commercial",57970,1,"Panel Truck","Y",6375,2,"N",5,"Urban",12,750455,17,320127,59
4526,"1",3428,0,3,"N","Y","F","High School","Student",38,"Private",2440,6,"Sports Car","N",31992,1,"Y",0,"Urban",1,0,15,9361,30
4528,"0",0,0,0,"N","N","M","Masters",NA,43,"Commercial",43960,6,"Panel Truck","N",0,0,"N",2,"Urban",21,133008,15,189238,62
4529,"1",109,0,0,"N","N","M","High School","Student",59,"Commercial",6200,6,"Pickup","Y",4754,2,"N",8,"Urban",1,0,0,0,47
4531,"0",0,0,0,"N","Y","M","Bachelors","Clerical",41,"Private",14720,17,"Minivan","Y",0,0,"N",1,"Urban",13,192969,14,52829,52
4534,"1",4078,0,1,"N","Y","M","High School","Blue Collar",34,"Commercial",10440,10,"Pickup","N",2018,3,"N",0,"Urban",8,187063,11,58391,31
4537,"1",4308,0,1,"N","Y","F","High School","Blue Collar",24,"Commercial",8260,10,"SUV","N",0,0,"N",2,"Urban",1,141859,10,32809,30
4538,"1",96,0,0,"N","Y","F","High School","Blue Collar",45,"Commercial",1500,4,"Sports Car","N",2154,3,"N",5,"Urban",1,206959,12,47217,40
4539,"0",0,0,0,"N","Y","F","Bachelors","Home Maker",6,"Private",8550,10,"SUV","N",0,0,"N",0,"Rural",7,177486,8,33403,43
4540,"0",0,0,0,"N","Y","M","Masters","Lawyer",16,"Private",16180,10,"Minivan","N",0,0,"N",1,"Urban",16,274013,11,96762,50
4541,"0",0,0,0,"N","Y","F","High School","Clerical",20,"Private",16180,7,"Sports Car","N",0,0,"N",0,"Urban",1,130367,10,15878,64
4543,"0",0,0,0,"N","Y","M","High School","Clerical",54,"Commercial",6400,1,"Pickup","Y",0,0,"N",1,"Rural",1,127520,13,28966,47
4544,"0",0,0,0,"N","N","F","Bachelors","Professional",38,"Private",24320,1,"Sports Car","N",0,0,"N",3,"Urban",9,316035,12,107327,45
4545,"1",1222,0,2,"Y","N","M","High School","Student",34,"Private",8450,1,"Minivan","N",2210,2,"Y",0,"Urban",5,0,12,636,43
4546,"1",6767,0,1,"N","Y","F","High School","Home Maker",39,"Private",11060,9,"Sports Car","N",0,0,"N",1,"Urban",1,114515,0,0,62
4547,"0",0,0,2,"N","Y","F","Bachelors","Blue Collar",25,"Commercial",12460,3,"Minivan","N",0,0,"N",5,"Urban",8,233085,12,67644,42
4548,"1",2467,4,5,"Y","N","F","High School","Student",38,"Private",12000,10,"SUV","N",0,0,"Y",3,"Rural",3,0,0,0,45
4549,"0",0,0,0,"N","Y","M","Masters","Manager",15,"Commercial",44110,6,"Panel Truck","N",21533,3,"Y",3,"Urban",13,274673,14,100094,50
4550,"0",0,0,0,"N","N","M","High School","Clerical",41,"Commercial",9460,4,"Pickup","Y",0,0,"N",0,"Rural",1,0,10,52720,36
4552,"0",0,0,0,"N","Y","F","High School","Blue Collar",38,"Commercial",28890,4,"Pickup","N",0,0,"N",0,"Rural",1,177163,6,52182,54
4553,"1",2493,0,4,"Y","N","M","Bachelors","Student",30,"Commercial",4300,1,"Minivan","Y",6905,1,"N",0,"Urban",13,0,0,0,28
4556,"0",0,0,0,"N","N","F","High School","Clerical",48,"Commercial",35610,1,"Pickup","N",0,0,"N",0,"Urban",1,116607,10,26416,51
4557,"0",0,0,0,"N","Y","M","PhD",NA,19,"Commercial",31490,1,"Panel Truck","Y",5353,1,"N",0,"Urban",10,602718,9,244905,55
4558,"0",0,3,3,"N","Y","F","High School","Blue Collar",5,"Private",7940,4,"SUV","N",0,0,"N",2,"Urban",6,135863,6,35313,43
4559,"0",0,0,0,"N","N","F","High School","Clerical",13,"Private",9370,6,"SUV","N",0,0,"N",2,"Urban",8,178643,10,33809,50
4560,"1",698,0,0,"N","Y","M","High School","Student",57,"Commercial",7350,4,"Pickup","N",17009,3,"Y",4,"Urban",1,0,0,0,50
4561,"0",0,0,0,"N","Y","M","Masters","Lawyer",39,"Private",6100,6,"Minivan","Y",0,0,"Y",0,"Urban",11,237767,11,84674,36
4562,"0",0,0,0,"N","Y","F","High School","Manager",5,"Private",17070,1,"SUV","N",0,0,"N",3,"Urban",5,249758,12,77559,50
4563,"1",4487,0,3,"Y","N","M","Bachelors","Blue Collar",42,"Commercial",25660,4,"Panel Truck","Y",0,0,"N",2,"Urban",12,0,13,104575,27
4565,"0",0,0,0,"N","Y","F","Masters","Manager",20,"Private",8950,7,"Sports Car","N",0,0,"N",0,"Urban",16,237767,15,74468,52
4566,"0",0,0,0,"N","Y","F","Bachelors","Professional",9,"Private",11510,4,"SUV","N",6196,2,"N",0,"Urban",10,188729,15,40092,60
4567,"0",0,0,0,"N","N","F","PhD","Doctor",51,"Private",41620,10,"Van","N",0,0,"N",1,"Urban",20,0,13,188187,51
4568,"0",0,0,0,"N","N","M","High School","Clerical",53,"Commercial",38750,7,"Panel Truck","Y",0,0,"N",0,"Rural",1,0,11,45289,43
4569,"1",3674,1,2,"Y","N","M","Masters","Lawyer",12,"Private",17290,1,"Van","N",0,0,"N",3,"Urban",18,337743,10,112450,43
4570,"0",0,0,0,"N","Y","F","Masters","Professional",32,"Private",16440,11,"Minivan","N",0,0,"N",0,"Urban",13,247369,13,98136,27
4571,"0",0,0,0,"N","N","M","PhD","Doctor",16,"Private",29730,7,"Minivan","N",7196,3,"N",0,"Urban",15,0,14,113886,48
4574,"0",0,0,0,"N","Y","M","High School","Blue Collar",25,"Private",10010,6,"Pickup","N",0,0,"N",0,"Rural",10,145645,6,32073,53
4575,"0",0,0,0,"N","N","M","High School","Blue Collar",14,"Commercial",30420,10,"Panel Truck","Y",0,0,"Y",0,"Rural",9,162562,11,51912,35
4576,"0",0,0,0,"N","Y","M","High School","Clerical",18,"Private",9140,17,"Pickup","Y",0,0,"N",2,"Urban",9,142734,12,29002,37
4578,"1",1325,0,0,"N","Y","F","Bachelors","Professional",36,"Private",19990,4,"SUV","N",0,0,"N",0,"Urban",7,404842,12,149937,35
4580,"0",0,0,0,"N","Y","F","PhD","Doctor",25,"Private",21640,1,"SUV","N",2175,2,"N",4,"Urban",13,504144,16,203751,48
4581,"0",0,0,0,"N","N","F","Bachelors","Manager",31,"Private",20580,4,"Minivan","N",0,0,"N",0,"Urban",11,0,10,74203,52
4582,"0",0,0,0,"N","Y","M","Bachelors","Clerical",31,"Private",15610,11,"Minivan","Y",0,0,"N",0,"Urban",12,212673,9,47604,38
4585,"0",0,0,0,"N","N","M","Bachelors","Blue Collar",33,"Commercial",16300,1,"Van","N",0,0,"Y",2,"Urban",12,0,9,111961,36
4586,"0",0,0,0,"N","N","M","Masters",NA,31,"Commercial",5700,7,"Pickup","Y",0,0,"N",1,"Urban",16,217583,7,73240,45
4587,"0",0,0,2,"N","Y","M","High School","Blue Collar",44,"Commercial",4480,11,"Pickup","Y",0,0,"N",0,"Urban",1,149126,13,29802,28
4588,"0",0,0,3,"N","Y","M","Masters","Manager",25,"Private",22410,1,"Minivan","N",32164,2,"Y",3,"Urban",0,268710,8,107202,45
4589,"0",0,0,0,"N","N","F","Masters","Manager",22,"Private",15520,1,"Sports Car","N",0,0,"N",4,"Urban",15,378490,9,140205,56
4590,"1",8609,0,2,"N","Y","F","Bachelors","Blue Collar",24,"Commercial",17740,3,"SUV","N",4500,2,"N",8,"Urban",9,220590,13,55274,43
4591,"0",0,0,0,"N","N","F","Masters","Lawyer",17,"Private",10660,6,"SUV","N",5029,3,"N",2,"Urban",18,227542,11,74620,52
4592,"1",5200,0,2,"N","Y","M","High School","Student",29,"Commercial",11990,1,"Minivan","N",6867,3,"N",3,"Urban",10,0,0,0,32
4593,"0",0,0,0,"N","Y","F","High School","Student",37,"Commercial",6600,7,"Sports Car","N",0,0,"N",3,"Rural",1,0,0,0,51
4594,"0",0,0,0,"N","Y","F","Bachelors","Professional",35,"Private",13940,4,"SUV","N",4563,2,"N",1,"Urban",11,264375,13,74366,50
4595,"0",0,0,0,"N","N","F","PhD","Doctor",37,"Private",33880,6,"SUV","N",0,0,"N",1,"Urban",11,0,14,264817,59
4597,"1",2118,0,0,"N","Y","F","Bachelors","Professional",23,"Private",21180,9,"Sports Car","N",9637,2,"Y",2,"Urban",18,173790,13,28350,61
4598,"1",5722,0,0,"N","N","M","High School","Student",30,"Commercial",2670,1,"Minivan","Y",0,0,"Y",0,"Urban",8,0,8,5292,29
4600,"1",2419,0,1,"N","Y","F","High School","Blue Collar",18,"Commercial",21300,7,"Pickup","N",0,0,"N",0,"Urban",1,250198,11,61415,42
4601,"1",3909,0,0,"N","N","M","High School","Student",41,"Commercial",22280,6,"Van","Y",0,0,"N",0,"Rural",1,0,10,8014,48
4602,"0",0,0,0,"N","N","F","PhD","Doctor",10,"Private",19230,7,"SUV","N",0,0,"N",0,"Urban",12,0,9,102382,36
4603,"0",0,0,1,"N","Y","M","High School","Clerical",18,"Private",1500,4,"Minivan","Y",3751,2,"N",5,"Urban",9,216070,16,60398,44
4604,"0",0,0,0,"N","N","M","PhD","Manager",34,"Commercial",21830,3,"Van","Y",8170,2,"N",3,"Urban",10,0,11,146882,46
4605,"0",0,0,0,"N","Y","M","Masters","Manager",38,"Private",18340,7,"Van","N",0,0,"N",2,"Urban",19,349801,10,114434,54
4606,"1",2703,1,3,"Y","N","M","High School","Blue Collar",22,"Commercial",12760,3,"Minivan","N",4895,2,"N",2,"Urban",8,0,13,72551,40
4608,"0",0,1,2,"N","Y","F","High School","Student",32,"Private",7200,8,"SUV","N",0,0,"N",0,"Rural",1,0,0,8014,57
4611,"0",0,0,2,"Y","N","F","High School","Clerical",30,"Private",21650,1,"SUV","N",8756,1,"N",5,"Urban",1,132681,14,33809,41
4612,"0",0,0,0,"N","Y","F","Bachelors","Blue Collar",11,"Commercial",31540,4,"Pickup","N",0,0,"N",2,"Urban",10,217852,12,75121,39
4613,"0",0,0,4,"Y","N","F","High School","Clerical",40,"Private",19690,1,"Pickup","N",0,0,"N",0,"Rural",1,0,14,39156,33
4614,"0",0,0,0,"N","Y","M","High School","Clerical",42,"Private",6640,7,"Minivan","Y",0,0,"N",0,"Rural",1,198193,10,48837,48
4615,"0",0,0,0,"N","Y","M","PhD",NA,47,"Commercial",22300,1,"Van","N",7016,3,"N",0,"Urban",15,313932,15,94464,49
4618,"0",0,1,3,"Y","N","F","Masters","Home Maker",9,"Private",4250,1,"SUV","N",0,0,"N",1,"Rural",14,57484,14,27508,44
4619,"0",0,0,4,"N","Y","M","Masters","Manager",12,"Private",14190,4,"Minivan","N",0,0,"N",0,"Urban",16,308850,12,110125,33
4620,"0",0,0,2,"Y","N","M","PhD","Doctor",23,"Private",21900,10,"Van","Y",0,0,"N",0,"Urban",20,0,13,94167,57
4621,"0",0,1,2,"N","Y","F","Bachelors","Blue Collar",16,"Commercial",10000,3,"Sports Car","N",0,0,"N",1,"Urban",12,162767,11,39978,45
4622,"1",3842,0,0,"N","N","F","Bachelors","Blue Collar",29,"Commercial",7000,10,"Sports Car","N",1815,4,"N",0,"Urban",11,57484,9,51811,55
4623,"0",0,0,2,"N","Y","F","High School","Blue Collar",40,"Private",15180,7,"Pickup","N",0,0,"N",0,"Urban",4,123548,14,27396,35
4624,"0",0,0,0,"N","Y","F","Bachelors","Professional",35,"Private",10510,6,"SUV","N",6168,3,"N",2,"Urban",16,271197,13,69083,41
4625,"0",0,0,0,"N","N","F","Bachelors","Home Maker",19,"Private",2030,4,"Sports Car","N",0,0,"N",0,"Rural",12,0,9,5340,54
4626,"0",0,0,0,"N","Y","F","Bachelors","Blue Collar",38,"Commercial",15270,1,"SUV","N",0,0,"N",0,"Urban",5,287159,15,91685,46
4627,"0",0,0,0,"N","N","F","High School","Home Maker",51,"Private",16850,1,"SUV","N",0,0,"N",1,"Rural",7,0,10,26116,52
4628,"0",0,0,0,"N","Y","M","Bachelors","Blue Collar",20,"Commercial",29980,6,"Panel Truck","N",0,0,"N",1,"Rural",6,222576,13,80861,31
4629,"0",0,0,0,"N","Y","M","High School","Student",52,"Commercial",13350,17,"Minivan","Y",0,0,"Y",0,"Rural",7,0,0,0,36
4630,"0",0,0,0,"N","Y","F","High School","Clerical",32,"Private",43350,10,"Van","N",0,0,"N",1,"Urban",5,302157,3,93268,51
4631,"1",4452,0,0,"N","N","M","High School","Blue Collar",32,"Commercial",9540,10,"Pickup","N",0,0,"N",3,"Urban",1,0,10,31860,51
4632,"1",5272,1,1,"N","Y","F","High School","Student",22,"Commercial",17600,8,"SUV","N",5336,2,"N",0,"Urban",1,0,13,8014,43
4634,"0",0,0,2,"Y","N","F","High School","Home Maker",16,"Private",4900,9,"Sports Car","N",0,0,"N",2,"Urban",5,56355,3,6953,34
4635,"0",0,0,0,"N","N","F","Bachelors","Blue Collar",32,"Private",18910,21,"SUV","N",0,0,"N",0,"Rural",11,256667,15,82465,54
4636,"0",0,2,3,"N","Y","M","High School","Blue Collar",30,"Commercial",28580,6,"Minivan","Y",0,0,"N",0,"Urban",1,289712,13,76922,44
4637,"0",0,0,0,"N","Y","M","Bachelors","Professional",31,"Private",16050,4,"Minivan","N",0,0,"N",0,"Urban",8,298849,12,95833,52
4639,"0",0,0,0,"N","N","F","Masters","Professional",25,"Private",26880,4,"Minivan","N",0,0,"N",0,"Urban",15,250392,13,84608,58
4640,"0",0,0,0,"N","Y","F","PhD","Home Maker",33,"Private",6800,1,"Sports Car","N",1909,1,"N",3,"Urban",14,94471,0,0,53
4642,"1",4171,0,0,"N","Y","M","Bachelors","Blue Collar",36,"Commercial",12070,13,"Pickup","N",597,1,"N",9,"Urban",8,201852,12,69714,36
4643,"0",0,0,0,"N","N","F","High School","Clerical",48,"Private",24600,4,"Minivan","N",0,0,"N",2,"Rural",11,0,8,51802,53
4644,"1",1204,0,1,"Y","N","M","Bachelors","Blue Collar",59,"Commercial",25530,7,"Panel Truck","Y",0,0,"N",1,"Urban",5,0,8,97114,38
4645,"0",0,0,2,"Y","N","F","Bachelors","Professional",47,"Private",22310,6,"Minivan","N",8294,2,"N",2,"Urban",1,226375,11,77951,33
4646,"0",0,0,1,"Y","N","M","High School","Student",65,"Commercial",5250,10,"Pickup","Y",36775,2,"N",0,"Rural",8,0,12,360,21
4647,"0",0,0,3,"Y","N","F","High School","Student",40,"Commercial",5280,4,"SUV","N",3409,1,"N",2,"Urban",1,0,12,5768,32
4648,"0",0,0,0,"N","N","F","Masters","Home Maker",28,"Private",16530,7,"SUV","N",0,0,"N",0,"Rural",14,0,0,0,53
4649,"1",7324,0,0,"N","Y","M","Bachelors","Student",55,"Commercial",17960,6,"Minivan","Y",4466,1,"N",1,"Urban",17,19752,14,4216,49
4650,"0",0,0,0,"N","Y","M","High School","Student",30,"Private",13200,10,"Minivan","Y",0,0,"N",0,"Rural",1,0,15,11070,51
4651,"1",3278,0,0,"N","N","M","PhD","Doctor",57,"Private",20100,6,"Van","Y",2104,3,"N",2,"Urban",10,455275,11,186027,45
4652,"0",0,0,0,"N","Y","F","Bachelors","Blue Collar",10,"Commercial",43590,1,"Minivan","N",0,0,"N",1,"Urban",8,275725,12,83827,66
4654,"1",2424,0,0,"N","N","M","Bachelors","Blue Collar",34,"Commercial",23140,1,"Panel Truck","Y",21481,4,"Y",7,"Urban",7,0,10,85504,37
4656,"0",0,0,0,"N","Y","M","High School","Professional",37,"Private",16320,3,"Van","Y",0,0,"N",4,"Urban",9,287441,7,100218,48
4657,"0",0,0,3,"N","Y","M","High School","Student",5,"Private",5860,1,"Minivan","Y",6271,1,"N",0,"Urban",3,75925,15,7585,36
4658,"0",0,0,0,"N","Y","F","Masters","Home Maker",39,"Private",1500,6,"Sports Car","N",3867,3,"N",5,"Urban",17,75688,0,0,48
4660,"0",0,0,2,"N","Y","F","Bachelors","Professional",38,"Commercial",27530,11,"Pickup","N",7557,3,"N",0,"Rural",1,360770,11,133949,56
4661,"0",0,0,0,"N","Y","M","Bachelors","Student",39,"Commercial",10860,1,"Pickup","Y",0,0,"N",0,"Rural",1,0,13,17424,53
4662,"0",0,0,0,"N","Y","F","Masters","Home Maker",18,"Private",16230,1,"SUV","N",32135,3,"N",4,"Urban",16,115330,0,0,50
4663,"0",0,0,0,"N","Y","M","Masters","Lawyer",26,"Private",16160,1,"Minivan","N",0,0,"N",2,"Rural",24,177908,14,55246,50
4664,"0",0,0,0,"N","N","M","Bachelors","Blue Collar",14,"Commercial",17760,3,"Van","Y",0,0,"N",0,"Urban",14,360331,12,116634,46
4665,"1",4995,0,0,"N","Y","M","Masters","Professional",35,"Commercial",30390,6,"Panel Truck","N",5714,3,"N",2,"Urban",12,219285,15,68526,59
4666,"0",0,0,0,"N","Y","F","Bachelors","Home Maker",24,"Private",17700,10,"SUV","N",0,0,"N",2,"Urban",6,133204,12,16536,53
4667,"1",6435,0,1,"N","Y","M","Bachelors","Professional",43,"Commercial",11840,6,"Pickup","Y",5726,2,"N",7,"Urban",11,190992,11,48484,38
4668,"0",0,0,0,"N","Y","F","Bachelors","Blue Collar",33,"Commercial",27000,6,"SUV","N",954,3,"N",5,"Urban",12,223714,9,77488,43
4670,"0",0,2,4,"N","Y","M","High School","Clerical",24,"Private",15610,7,"Minivan","Y",0,0,"N",0,"Urban",6,183759,18,37986,45
4671,"0",0,0,3,"Y","N","F","High School","Blue Collar",38,"Commercial",33280,4,"SUV","N",0,0,"N",1,"Rural",1,153656,9,43834,42
4672,"0",0,0,1,"N","Y","M","High School","Blue Collar",57,"Commercial",27730,1,"Panel Truck","Y",19629,3,"N",5,"Urban",7,260567,13,95438,34
4673,"0",0,1,3,"N","Y","F","High School","Blue Collar",34,"Commercial",29550,1,"Van","N",2615,2,"N",0,"Urban",8,242695,12,69785,44
4674,"1",3279,0,0,"N","Y","M","High School","Blue Collar",27,"Commercial",32040,7,"Panel Truck","N",8748,2,"N",2,"Urban",1,374595,6,126381,42
4675,"0",0,0,2,"Y","N","F","Bachelors","Manager",36,"Commercial",28470,4,"Pickup","N",6049,3,"N",2,"Urban",12,299266,11,116036,35
4676,"0",0,0,0,"N","Y","M","High School","Blue Collar",31,"Commercial",24780,3,"Panel Truck","Y",0,0,"N",2,"Urban",8,252296,8,63346,52
4677,"0",0,0,0,"N","Y","M","High School","Blue Collar",39,"Private",8890,9,"Minivan","N",4794,3,"N",1,"Urban",1,155546,9,24894,49
4679,"0",0,0,0,"N","N","F","Masters","Professional",35,"Private",22330,7,"Minivan","N",0,0,"N",0,"Urban",21,257655,12,78387,51
4680,"0",0,0,0,"N","Y","M","High School","Manager",20,"Commercial",37440,1,"Panel Truck","N",0,0,"N",0,"Urban",1,165109,12,58360,54
4681,"0",0,0,5,"N","Y","M","High School","Clerical",24,"Private",14550,9,"Minivan","Y",0,0,"N",0,"Urban",1,86848,17,24795,34
4682,"0",0,0,2,"N","Y","M","Bachelors","Professional",28,"Private",32090,1,"Minivan","Y",0,0,"N",0,"Urban",8,353160,11,135035,37
4683,"0",0,0,2,"N","Y","F","Bachelors","Blue Collar",24,"Commercial",25500,4,"Minivan","N",53986,3,"Y",7,"Urban",1,231560,14,79557,44
4684,"0",0,0,0,"N","Y","M","Bachelors","Professional",25,"Commercial",31030,6,"Panel Truck","Y",0,0,"N",0,"Urban",1,284774,17,102493,57
4687,"0",0,0,0,"N","N","M","High School","Manager",30,"Private",13020,14,"Minivan","Y",15089,3,"Y",5,"Urban",6,117060,12,30775,52
4688,"1",2401,0,0,"N","N","M","High School","Professional",21,"Private",15360,13,"Minivan","Y",0,0,"N",0,"Urban",7,160945,10,45909,43
4689,"1",7803,0,0,"N","Y","F","PhD","Manager",33,"Private",1500,1,"Sports Car","N",57037,1,"N",3,"Urban",11,542288,13,210660,56
4690,"0",0,0,0,"N","Y","M","Bachelors","Manager",5,"Commercial",26320,6,"Panel Truck","N",5551,1,"N",3,"Urban",6,142651,12,42357,55
4692,"1",5336,0,2,"N","Y","F","High School","Student",48,"Private",10090,4,"Sports Car","N",6753,1,"N",6,"Urban",6,0,0,0,38
4693,"1",2251,0,0,"N","Y","F","Masters","Home Maker",62,"Private",9390,9,"Sports Car","N",10138,2,"N",1,"Urban",15,179255,15,13880,65
4694,"0",0,0,0,"N","Y","M","Masters",NA,60,"Commercial",17990,10,"Van","N",0,0,"N",0,"Rural",15,242391,11,79916,48
4696,"1",3819,1,2,"Y","N","F","High School","Student",29,"Private",10930,11,"Sports Car","N",0,0,"N",3,"Urban",8,0,0,0,42
4697,"0",0,0,0,"N","Y","M","Bachelors","Student",42,"Private",10930,6,"Minivan","N",0,0,"N",2,"Urban",10,0,11,8575,47
4699,"0",0,0,3,"N","Y","M","Bachelors","Clerical",49,"Private",12900,1,"Minivan","Y",0,0,"N",2,"Urban",10,183951,16,53770,32
4701,"0",0,0,0,"N","Y","F","Bachelors","Clerical",5,"Private",2910,7,"Sports Car","N",5101,2,"N",0,"Urban",20,163866,14,14096,47
4702,"0",0,0,1,"N","Y","F","High School","Clerical",43,"Private",8350,1,"Sports Car","N",0,0,"N",1,"Rural",12,168795,13,33809,68
4703,"0",0,0,0,"N","Y","F","High School","Blue Collar",37,"Commercial",13760,7,"SUV","N",0,0,"N",0,"Rural",1,147787,10,45651,35
4704,"0",0,0,0,"N","Y","M","Masters","Manager",24,"Commercial",28750,1,"Panel Truck","Y",5807,2,"N",0,"Urban",11,286301,10,105960,47
4705,"0",0,0,0,"N","N","F","Bachelors","Blue Collar",45,"Commercial",18720,1,"Sports Car","N",0,0,"N",1,"Rural",8,0,11,74635,43
4706,"1",3705,0,0,"N","N","F","Bachelors","Professional",18,"Private",20260,1,"Sports Car","N",5603,1,"N",0,"Urban",10,0,10,58945,50
4707,"0",0,0,0,"N","N","F","Masters","Lawyer",20,"Private",14580,1,"Pickup","N",3842,1,"N",2,"Urban",1,0,11,90832,40
4708,"0",0,0,0,"N","Y","M","Masters","Lawyer",24,"Private",13820,10,"Minivan","N",0,0,"N",6,"Urban",1,197922,12,76913,40
4709,"0",0,0,0,"N","Y","F","High School","Home Maker",25,"Private",13100,13,"SUV","N",29964,3,"N",0,"Urban",3,112218,10,14356,42
