"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","yoj","income","age","job"
"0",0,0,"N","N","F","Masters",34,"Private",11010,7,"SUV","N",0,0,"Y",1,"Urban",15,8,113910,48,"white_collar"
"1",0,1,"N","Y","F","High School",33,"Commercial",11440,4,"Sports Car","N",0,0,"N",0,"Urban",8,10,69357,30,"not_white_collar"
"1",0,0,"N","N","M","PhD",45,"Private",7600,1,"SUV","N",0,0,"N",0,"Urban",19,12,179536,61,"white_collar"
"0",0,0,"N","Y","M","PhD",49,"Private",22280,6,"Van","Y",0,0,"N",0,"Urban",15,11,150318,38,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",12,"Private",15960,7,"SUV","N",808,1,"N",0,"Urban",1,7,97611,47,"white_collar"
"0",0,3,"Y","N","F","Bachelors",34,"Private",10150,3,"SUV","N",6474,3,"N",0,"Urban",7,13,54464,32,"not_white_collar"
"1",1,3,"N","Y","F","High School",29,"Commercial",3750,6,"Sports Car","N",6714,1,"N",11,"Urban",1,17,32505,43,"not_white_collar"
"0",0,0,"N","N","M","High School",26,"Private",16170,3,"Minivan","Y",42604,1,"N",0,"Urban",1,5,263,43,"not_white_collar"
"0",0,0,"N","Y","F","Masters",49,"Private",15500,10,"Minivan","N",9082,1,"N",0,"Urban",15,16,90015,50,"white_collar"
"0",0,2,"Y","N","F","Bachelors",70,"Commercial",5500,4,"Sports Car","N",8149,3,"N",5,"Rural",11,0,8014,40,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",14,"Private",6800,10,"Pickup","Y",0,0,"N",0,"Urban",13,12,58108,53,"white_collar"
"0",0,0,"N","Y","M","Masters",26,"Private",26860,1,"Minivan","Y",0,0,"N",0,"Urban",16,12,81284,51,"white_collar"
"0",0,0,"N","Y","F","High School",24,"Private",11240,1,"Sports Car","N",29959,3,"Y",5,"Urban",5,13,44405,53,"not_white_collar"
"0",3,4,"N","Y","F","High School",41,"Commercial",24380,7,"SUV","N",0,0,"N",1,"Rural",5,13,8014,37,"not_white_collar"
"1",0,0,"N","N","F","Masters",45,"Private",13870,4,"Sports Car","N",8081,1,"Y",4,"Urban",12,14,62706,61,"white_collar"
"0",0,0,"N","Y","M","Bachelors",35,"Private",1500,4,"SUV","N",0,0,"N",0,"Urban",12,0,0,36,"not_white_collar"
"1",1,2,"N","Y","F","High School",35,"Private",5390,1,"SUV","N",4650,2,"N",4,"Urban",4,0,8014,37,"not_white_collar"
"1",1,2,"N","Y","M","High School",38,"Private",4910,1,"Pickup","N",0,0,"N",1,"Urban",3,14,34084,42,"not_white_collar"
"1",0,3,"Y","N","M","Bachelors",33,"Commercial",3830,1,"Minivan","Y",4311,1,"N",0,"Urban",12,0,0,28,"not_white_collar"
"0",0,2,"N","Y","M","Bachelors",44,"Commercial",20380,6,"Van","N",0,0,"N",3,"Rural",11,15,97285,41,"not_white_collar"
"1",1,1,"N","Y","F","High School",29,"Private",6000,4,"Sports Car","N",4339,3,"N",3,"Urban",10,12,67633,45,"not_white_collar"
"0",0,0,"N","N","F","Masters",11,"Private",17750,10,"Minivan","N",0,0,"N",0,"Urban",18,11,137357,52,"white_collar"
"1",0,0,"N","N","F","Bachelors",29,"Commercial",44590,1,"Panel Truck","N",8331,2,"N",5,"Urban",9,12,204285,51,"white_collar"
"0",2,2,"Y","N","F","Bachelors",29,"Private",20120,9,"SUV","N",5068,2,"N",3,"Urban",7,6,83053,38,"not_white_collar"
"0",0,0,"N","N","F","High School",64,"Private",16260,4,"SUV","N",0,0,"N",0,"Urban",4,9,55424,35,"not_white_collar"
"0",2,3,"N","Y","M","High School",19,"Commercial",20380,4,"Van","N",7039,1,"N",3,"Urban",1,12,47543,44,"not_white_collar"
"0",0,1,"Y","N","F","High School",28,"Commercial",15210,3,"SUV","N",0,0,"N",1,"Urban",6,11,35681,52,"not_white_collar"
"0",0,0,"N","Y","M","Masters",20,"Private",20570,10,"Minivan","N",0,0,"N",5,"Urban",12,16,49268,54,"white_collar"
"0",0,0,"N","Y","M","Masters",15,"Private",5590,7,"Minivan","Y",2942,3,"N",3,"Urban",20,12,58561,37,"white_collar"
"1",0,0,"N","Y","F","PhD",44,"Private",13570,10,"Sports Car","N",0,0,"N",0,"Urban",14,14,59690,61,"white_collar"
"0",0,0,"N","Y","F","Masters",16,"Private",34170,7,"Pickup","N",0,0,"N",2,"Urban",21,15,103598,54,"not_white_collar"
"0",0,0,"N","N","M","High School",37,"Private",17890,10,"Minivan","N",0,0,"N",0,"Rural",1,7,63265,51,"not_white_collar"
"1",0,0,"N","Y","M","High School",5,"Commercial",10450,4,"Pickup","N",0,0,"N",2,"Urban",5,9,54960,39,"not_white_collar"
"0",0,0,"N","Y","F","Masters",26,"Private",10150,17,"SUV","N",0,0,"N",0,"Urban",20,11,150318,49,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",33,"Private",17310,6,"Minivan","N",0,0,"N",3,"Urban",5,11,60079,49,"not_white_collar"
"0",0,0,"N","Y","F","Masters",49,"Private",22700,13,"Minivan","N",0,0,"N",2,"Rural",10,10,140919,46,"white_collar"
"0",0,0,"N","Y","F","Bachelors",54,"Commercial",24930,6,"Pickup","N",0,0,"Y",0,"Urban",7,13,114845,53,"not_white_collar"
"1",0,0,"N","Y","M","High School",34,"Commercial",26580,7,"Panel Truck","Y",5921,5,"N",0,"Urban",1,0,0,51,"not_white_collar"
"1",0,0,"N","N","M","High School",41,"Private",11250,1,"Pickup","Y",5103,3,"N",0,"Urban",2,12,35168,53,"not_white_collar"
"0",0,0,"N","Y","F","PhD",34,"Private",12340,1,"Sports Car","N",1278,2,"N",0,"Urban",10,12,35638,54,"white_collar"
"1",0,0,"N","N","M","Bachelors",40,"Private",12140,3,"Pickup","Y",1986,4,"N",2,"Urban",7,6,52409,54,"not_white_collar"
"1",0,0,"N","Y","F","High School",46,"Private",14420,3,"SUV","N",1414,1,"N",0,"Urban",5,10,39019,36,"white_collar"
"0",0,0,"N","Y","F","Bachelors",48,"Private",14440,10,"SUV","N",0,0,"N",0,"Urban",11,8,81389,48,"white_collar"
"0",0,0,"N","Y","M","Bachelors",47,"Private",13380,6,"Minivan","Y",0,0,"N",0,"Urban",1,12,118753,48,"white_collar"
"0",0,0,"N","Y","F","Masters",13,"Private",23260,10,"Sports Car","N",0,0,"N",4,"Urban",15,14,94022,52,"white_collar"
"1",0,0,"N","Y","M","High School",33,"Private",15280,1,"SUV","N",6247,2,"N",2,"Urban",3,12,12291,64,"not_white_collar"
"0",0,0,"N","N","F","PhD",5,"Private",6100,1,"SUV","N",32969,1,"Y",1,"Urban",12,10,189106,46,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",39,"Commercial",1500,1,"Minivan","N",0,0,"N",3,"Rural",10,14,57511,32,"not_white_collar"
"1",0,0,"N","Y","M","High School",43,"Private",8160,1,"Pickup","N",5386,1,"N",4,"Urban",5,11,907,36,"not_white_collar"
"0",1,3,"N","Y","F","PhD",9,"Private",35810,1,"Sports Car","N",0,0,"N",1,"Urban",17,11,182270,66,"white_collar"
"0",0,0,"N","N","F","Bachelors",42,"Commercial",40860,13,"Pickup","N",0,0,"N",0,"Urban",9,10,78188,40,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",5,"Commercial",24120,6,"Pickup","N",7688,4,"N",3,"Urban",7,11,56460,46,"not_white_collar"
"0",0,1,"Y","N","F","High School",5,"Commercial",20960,1,"Minivan","N",0,0,"N",0,"Urban",1,10,37172,53,"not_white_collar"
"0",0,1,"N","Y","F","Masters",35,"Private",18560,4,"Sports Car","N",0,0,"N",7,"Urban",14,12,86624,44,"white_collar"
"0",0,0,"N","Y","M","PhD",5,"Private",17780,18,"Van","N",0,0,"N",0,"Urban",17,9,98537,59,"not_white_collar"
"0",0,0,"N","N","M","High School",27,"Commercial",25380,6,"Panel Truck","Y",0,0,"N",0,"Urban",5,12,22962,33,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",30,"Commercial",20950,1,"Van","N",0,0,"N",0,"Rural",8,13,63903,46,"white_collar"
"0",0,0,"N","Y","M","Bachelors",29,"Commercial",16250,1,"Van","Y",0,0,"N",2,"Rural",8,12,86159,29,"not_white_collar"
"0",0,0,"N","N","M","Masters",59,"Commercial",24350,13,"Panel Truck","N",0,0,"N",0,"Urban",16,10,48344,45,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",5,"Commercial",22750,4,"Minivan","N",0,0,"N",0,"Urban",3,6,65629,55,"not_white_collar"
"0",0,2,"N","Y","F","PhD",46,"Private",14300,1,"Minivan","N",0,0,"N",1,"Urban",11,14,137663,31,"not_white_collar"
"0",0,0,"N","Y","F","High School",5,"Private",13420,1,"SUV","N",0,0,"Y",2,"Urban",12,0,0,46,"not_white_collar"
"1",0,2,"N","Y","M","High School",25,"Private",15070,9,"Minivan","Y",0,0,"N",2,"Rural",9,0,0,44,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",27,"Commercial",20780,6,"Van","Y",0,0,"N",2,"Rural",6,10,29630,47,"white_collar"
"0",0,2,"Y","N","F","Masters",30,"Private",28930,7,"Sports Car","N",2568,2,"N",0,"Urban",14,13,118052,42,"white_collar"
"0",0,0,"N","N","F","Masters",8,"Private",17690,1,"Minivan","N",0,0,"N",2,"Urban",15,10,113910,48,"white_collar"
"0",0,4,"N","Y","M","Masters",66,"Private",7860,6,"SUV","N",1105,2,"N",2,"Rural",15,0,0,31,"not_white_collar"
"1",0,1,"Y","N","F","Bachelors",34,"Private",11580,4,"SUV","N",23198,3,"Y",5,"Urban",12,10,61320,36,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",5,"Commercial",21450,10,"Van","Y",0,0,"N",5,"Urban",1,10,57714,49,"not_white_collar"
"0",0,0,"N","Y","M","High School",64,"Private",8760,6,"Minivan","Y",0,0,"N",0,"Rural",10,12,25620,47,"not_white_collar"
"1",0,4,"N","Y","M","High School",27,"Commercial",11520,1,"Minivan","Y",0,0,"N",1,"Urban",9,14,40248,38,"not_white_collar"
"1",0,4,"N","Y","M","High School",5,"Commercial",8700,4,"Pickup","N",0,0,"N",0,"Urban",1,0,0,33,"not_white_collar"
"1",0,1,"Y","N","M","Bachelors",27,"Commercial",10060,4,"Pickup","Y",0,0,"N",0,"Urban",5,11,3355,25,"not_white_collar"
"1",0,2,"N","Y","F","Masters",39,"Private",6000,1,"SUV","N",9611,2,"N",6,"Urban",15,15,35441,45,"white_collar"
"0",0,0,"N","N","M","PhD",38,"Private",12840,1,"Minivan","N",8294,4,"N",0,"Urban",15,12,32603,60,"white_collar"
"0",0,0,"N","Y","M","High School",10,"Commercial",17030,13,"Van","Y",0,0,"N",0,"Rural",1,10,49602,48,"not_white_collar"
"0",0,0,"N","Y","F","Masters",26,"Private",39580,13,"Minivan","N",0,0,"N",0,"Urban",20,10,20046,55,"not_white_collar"
"0",0,0,"N","Y","M","Masters",59,"Commercial",34540,1,"Panel Truck","Y",0,0,"N",0,"Urban",13,6,182650,46,"not_white_collar"
"0",0,2,"N","Y","F","High School",5,"Private",9900,17,"SUV","N",0,0,"N",0,"Urban",6,13,44029,40,"not_white_collar"
"0",0,0,"N","Y","F","Masters",24,"Private",12900,4,"SUV","N",0,0,"N",0,"Urban",23,10,61988,52,"white_collar"
"0",0,0,"N","N","F","Masters",45,"Private",20410,6,"SUV","N",0,0,"N",0,"Urban",12,9,76799,54,"not_white_collar"
"0",0,0,"N","Y","M","High School",36,"Commercial",10470,1,"Pickup","Y",0,0,"N",0,"Urban",1,12,52088,54,"not_white_collar"
"0",0,0,"N","Y","F","Masters",28,"Private",6100,1,"SUV","N",2882,1,"N",4,"Urban",12,13,43220,46,"white_collar"
"0",0,2,"N","Y","F","Bachelors",21,"Private",11800,1,"SUV","N",0,0,"N",0,"Urban",11,14,69098,56,"white_collar"
"0",0,0,"N","Y","F","Masters",45,"Private",10260,11,"SUV","N",0,0,"N",0,"Urban",12,11,89782,44,"white_collar"
"0",0,2,"Y","N","F","High School",34,"Private",17420,6,"Minivan","N",0,0,"Y",0,"Rural",11,13,76845,36,"white_collar"
"0",0,0,"N","N","M","Masters",18,"Private",16140,1,"Minivan","Y",0,0,"N",2,"Urban",12,10,1336,56,"not_white_collar"
"0",0,0,"N","Y","M","Masters",28,"Private",13380,25,"Minivan","Y",0,0,"N",0,"Urban",15,12,78100,50,"white_collar"
"1",2,2,"Y","N","M","High School",15,"Commercial",25120,1,"Panel Truck","N",0,0,"N",2,"Urban",1,15,40015,40,"not_white_collar"
"0",0,0,"N","Y","M","High School",39,"Private",11400,14,"Pickup","Y",0,0,"N",0,"Urban",6,14,62405,53,"white_collar"
"0",0,0,"N","Y","M","Bachelors",55,"Commercial",16840,6,"Van","Y",2605,3,"N",5,"Urban",8,6,105356,48,"white_collar"
"0",0,0,"N","Y","F","Bachelors",44,"Private",17670,1,"SUV","N",0,0,"N",1,"Urban",8,11,86810,45,"white_collar"
"0",0,3,"Y","N","M","High School",40,"Commercial",16420,1,"Van","Y",3367,1,"N",4,"Urban",1,13,30432,34,"not_white_collar"
"1",0,0,"N","Y","F","High School",65,"Private",5900,1,"SUV","N",3218,1,"N",7,"Urban",7,0,0,44,"not_white_collar"
"0",0,0,"N","N","F","High School",20,"Private",1620,1,"SUV","N",0,0,"N",1,"Rural",6,0,0,43,"not_white_collar"
"0",2,2,"N","Y","F","Bachelors",23,"Commercial",19600,1,"Minivan","N",3592,3,"N",6,"Urban",8,13,81966,44,"not_white_collar"
"0",2,2,"N","Y","F","High School",47,"Private",14810,8,"Minivan","N",858,2,"N",0,"Urban",6,12,33809,40,"not_white_collar"
"0",0,0,"N","N","F","Masters",20,"Private",8470,6,"Sports Car","N",21949,2,"N",0,"Urban",22,0,0,48,"not_white_collar"
"0",0,1,"N","Y","F","High School",48,"Private",10080,3,"Sports Car","N",0,0,"Y",0,"Rural",1,13,40834,36,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",27,"Private",21350,6,"SUV","N",0,0,"N",0,"Urban",1,14,79282,40,"white_collar"
"0",0,0,"N","Y","M","High School",52,"Private",9940,4,"Pickup","Y",5629,1,"N",2,"Urban",1,12,38392,46,"not_white_collar"
"1",0,0,"N","N","F","High School",29,"Private",5400,6,"Sports Car","N",4031,1,"N",4,"Urban",6,11,23919,39,"not_white_collar"
"0",0,2,"N","Y","F","Bachelors",19,"Commercial",5400,1,"SUV","N",0,0,"N",2,"Rural",4,13,79484,39,"not_white_collar"
"0",0,0,"N","N","F","Masters",25,"Private",9200,6,"SUV","N",0,0,"N",0,"Urban",13,15,77039,48,"not_white_collar"
"0",0,0,"N","N","F","High School",62,"Private",16430,6,"SUV","N",3106,1,"N",6,"Rural",7,0,0,61,"not_white_collar"
"0",0,0,"N","N","F","Masters",21,"Private",16560,6,"Minivan","N",0,0,"N",2,"Urban",12,0,0,44,"not_white_collar"
"0",0,0,"N","Y","F","High School",56,"Commercial",14460,9,"Sports Car","N",0,0,"N",0,"Rural",3,13,41349,61,"not_white_collar"
"0",0,0,"N","Y","M","High School",30,"Commercial",11860,1,"Pickup","Y",0,0,"N",2,"Rural",9,14,40556,52,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",5,"Private",13950,11,"Minivan","Y",0,0,"N",0,"Urban",11,13,56868,49,"white_collar"
"1",2,2,"N","Y","F","Bachelors",32,"Private",16370,1,"Sports Car","N",4873,2,"N",1,"Urban",7,13,111701,44,"not_white_collar"
"1",0,0,"N","N","M","High School",36,"Commercial",29900,4,"Panel Truck","Y",10768,3,"N",0,"Urban",9,9,71544,50,"not_white_collar"
"0",0,0,"N","Y","M","PhD",5,"Private",7700,7,"Minivan","Y",0,0,"N",1,"Urban",19,14,96415,62,"white_collar"
"1",2,3,"N","Y","F","Bachelors",43,"Commercial",7210,4,"SUV","N",0,0,"Y",2,"Urban",9,12,71304,39,"not_white_collar"
"0",0,0,"N","Y","F","PhD",12,"Private",40260,4,"Van","N",0,0,"N",0,"Urban",20,15,185747,48,"not_white_collar"
"0",0,0,"N","Y","M","High School",28,"Commercial",23470,4,"Panel Truck","Y",0,0,"N",3,"Urban",11,11,54276,55,"not_white_collar"
"1",0,0,"N","N","F","High School",41,"Commercial",5900,3,"Sports Car","N",0,0,"N",1,"Rural",1,12,29914,44,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",46,"Private",18460,7,"Minivan","Y",1226,1,"N",0,"Urban",6,13,40564,50,"not_white_collar"
"0",0,2,"N","Y","F","Bachelors",5,"Commercial",21790,6,"Minivan","N",0,0,"N",1,"Urban",1,14,112685,44,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",46,"Commercial",4970,4,"Pickup","Y",0,0,"N",5,"Rural",8,13,86216,42,"white_collar"
"0",0,0,"N","Y","M","Masters",41,"Private",15040,4,"Minivan","N",0,0,"N",1,"Rural",10,14,135361,57,"white_collar"
"0",0,0,"N","Y","M","Masters",20,"Private",8450,1,"Pickup","Y",0,0,"N",1,"Urban",11,8,69514,39,"not_white_collar"
"0",1,1,"N","Y","M","High School",36,"Private",21040,10,"Minivan","Y",0,0,"N",2,"Urban",7,9,34560,42,"not_white_collar"
"1",1,2,"Y","N","M","Bachelors",14,"Commercial",26440,6,"Panel Truck","Y",3699,3,"N",0,"Urban",18,7,82565,40,"white_collar"
"1",0,0,"N","N","F","High School",65,"Private",1800,6,"Sports Car","N",0,0,"N",4,"Urban",5,8,3044,49,"not_white_collar"
"0",0,0,"N","Y","F","High School",45,"Private",11070,1,"SUV","N",23937,5,"Y",0,"Urban",1,12,47748,48,"not_white_collar"
"0",0,3,"Y","N","F","Bachelors",11,"Private",24270,11,"SUV","N",0,0,"N",1,"Urban",11,12,107958,38,"white_collar"
"0",0,2,"Y","N","F","Bachelors",42,"Private",12690,1,"SUV","N",0,0,"N",1,"Urban",12,12,52052,39,"not_white_collar"
"0",0,0,"N","N","F","Masters",30,"Private",31180,7,"Pickup","N",0,0,"N",1,"Urban",12,3,116668,46,"white_collar"
"0",0,0,"N","Y","F","High School",23,"Private",11090,1,"Sports Car","N",0,0,"N",3,"Rural",1,12,30884,36,"not_white_collar"
"0",0,1,"N","Y","F","High School",32,"Private",29200,1,"Pickup","N",21805,1,"Y",2,"Urban",5,11,56405,33,"not_white_collar"
"0",1,1,"N","Y","F","High School",38,"Private",18260,4,"Sports Car","N",0,0,"N",1,"Urban",1,14,57073,41,"white_collar"
"0",0,0,"N","N","M","High School",28,"Private",10430,6,"Pickup","Y",0,0,"N",0,"Rural",1,13,47217,52,"not_white_collar"
"0",0,2,"N","Y","M","High School",23,"Private",15130,1,"Minivan","N",0,0,"N",6,"Rural",1,6,5411,21,"not_white_collar"
"0",2,2,"N","Y","F","PhD",5,"Private",36610,4,"Van","N",0,0,"Y",0,"Urban",13,12,97598,39,"white_collar"
"1",0,1,"N","Y","M","High School",45,"Commercial",10330,7,"Pickup","N",0,0,"Y",2,"Urban",1,14,51724,29,"white_collar"
"1",1,1,"N","Y","M","High School",5,"Commercial",17730,13,"Van","N",6421,1,"N",0,"Urban",6,15,47217,44,"not_white_collar"
"0",2,3,"N","Y","F","High School",42,"Private",16860,6,"SUV","N",0,0,"N",0,"Rural",5,13,29829,41,"not_white_collar"
"1",0,0,"N","N","F","Masters",30,"Private",7350,3,"Sports Car","N",46105,1,"Y",2,"Urban",7,9,82536,49,"white_collar"
"0",0,0,"N","Y","F","Masters",58,"Private",19600,13,"Minivan","Y",0,0,"N",1,"Rural",10,7,8588,46,"not_white_collar"
"1",0,0,"N","Y","F","High School",30,"Private",15050,6,"SUV","N",6713,3,"N",0,"Rural",1,9,97059,57,"white_collar"
"0",0,0,"N","N","M","Bachelors",16,"Private",12270,4,"Minivan","Y",0,0,"N",0,"Urban",10,13,61674,46,"not_white_collar"
"1",0,0,"N","Y","M","High School",38,"Private",3630,4,"Minivan","N",3653,1,"N",6,"Urban",4,10,33809,50,"not_white_collar"
"1",0,1,"Y","N","F","Masters",32,"Private",2750,3,"SUV","N",39401,3,"Y",1,"Urban",10,0,0,40,"not_white_collar"
"1",0,1,"Y","N","M","High School",31,"Commercial",12170,4,"Pickup","N",3055,2,"N",7,"Rural",8,13,49121,33,"white_collar"
"0",0,1,"Y","N","F","High School",44,"Commercial",1500,7,"Sports Car","N",3011,2,"N",3,"Urban",1,10,39923,53,"not_white_collar"
"0",0,3,"Y","N","M","High School",37,"Private",18780,1,"Van","N",5437,2,"N",4,"Rural",1,12,43492,35,"not_white_collar"
"0",0,0,"N","N","M","Masters",29,"Commercial",24160,1,"Panel Truck","Y",0,0,"N",2,"Urban",13,15,80297,54,"not_white_collar"
"0",0,0,"N","Y","M","High School",44,"Commercial",14610,1,"Minivan","Y",0,0,"N",0,"Rural",9,12,55378,48,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",24,"Private",1500,9,"Sports Car","N",8567,2,"N",9,"Urban",8,0,0,48,"not_white_collar"
"0",0,1,"N","Y","F","High School",32,"Private",6530,4,"SUV","N",0,0,"N",0,"Urban",1,17,8014,45,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",25,"Commercial",21380,1,"Van","N",0,0,"N",0,"Urban",8,10,116247,39,"not_white_collar"
"0",0,2,"Y","N","F","Masters",25,"Private",7590,4,"SUV","N",0,0,"N",4,"Urban",12,14,82517,37,"white_collar"
"0",0,1,"Y","N","F","High School",8,"Private",20760,4,"SUV","N",0,0,"Y",2,"Urban",6,13,75512,32,"not_white_collar"
"0",0,0,"N","Y","F","High School",34,"Private",22240,1,"Pickup","N",0,0,"N",1,"Urban",1,5,45070,50,"not_white_collar"
"0",0,0,"N","Y","F","PhD",37,"Private",30370,4,"Minivan","N",0,0,"N",0,"Urban",15,12,238724,50,"white_collar"
"1",0,0,"N","Y","M","High School",81,"Commercial",26020,4,"Panel Truck","N",1044,2,"N",5,"Urban",5,13,39055,41,"not_white_collar"
"0",0,3,"N","Y","F","High School",30,"Private",12410,1,"SUV","N",0,0,"N",0,"Rural",9,14,27012,36,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",7,"Commercial",28680,1,"Panel Truck","N",0,0,"N",0,"Urban",16,12,67075,35,"not_white_collar"
"1",0,0,"N","Y","M","Masters",31,"Commercial",16850,9,"Van","Y",9581,1,"N",4,"Urban",1,12,41359,53,"white_collar"
"0",0,0,"N","Y","M","High School",36,"Private",45730,6,"Minivan","N",8270,1,"N",3,"Urban",7,12,18555,37,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",47,"Private",40260,4,"SUV","N",0,0,"N",1,"Rural",7,12,137181,56,"white_collar"
"0",0,0,"N","Y","M","Bachelors",18,"Private",15190,14,"Minivan","Y",0,0,"N",2,"Rural",9,7,85559,46,"white_collar"
"0",0,0,"N","Y","M","Bachelors",27,"Private",14560,1,"Minivan","N",5465,1,"N",4,"Urban",16,12,45432,53,"not_white_collar"
"0",0,0,"N","Y","M","Masters",23,"Private",19950,1,"Van","Y",0,0,"N",1,"Urban",13,16,133469,51,"white_collar"
"0",0,0,"N","N","M","High School",34,"Private",5640,1,"Pickup","Y",0,0,"N",0,"Rural",1,11,32916,47,"not_white_collar"
"0",0,0,"N","Y","F","High School",51,"Private",22740,4,"SUV","N",7171,2,"N",0,"Urban",9,0,0,38,"not_white_collar"
"0",0,0,"N","N","M","Masters",24,"Private",21710,4,"Van","Y",679,3,"N",4,"Urban",17,9,94561,51,"white_collar"
"0",0,0,"N","Y","M","Bachelors",51,"Private",10790,12,"Pickup","N",0,0,"N",0,"Urban",10,14,37930,55,"not_white_collar"
"1",0,0,"N","Y","M","High School",66,"Private",1500,1,"Minivan","Y",0,0,"N",0,"Rural",1,0,0,50,"not_white_collar"
"0",0,2,"Y","N","F","Bachelors",31,"Private",21980,14,"SUV","N",0,0,"Y",2,"Urban",9,12,52052,39,"not_white_collar"
"0",0,1,"Y","N","F","High School",38,"Private",13330,1,"SUV","N",0,0,"Y",2,"Urban",6,12,22654,31,"not_white_collar"
"0",0,0,"N","Y","M","High School",35,"Commercial",14450,7,"Minivan","Y",0,0,"N",0,"Urban",8,15,62565,46,"not_white_collar"
"1",0,1,"N","Y","F","Bachelors",19,"Private",15380,1,"SUV","N",5563,3,"N",3,"Urban",8,11,51551,38,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",49,"Commercial",13580,1,"Minivan","N",0,0,"N",1,"Rural",1,9,72838,48,"not_white_collar"
"0",0,0,"N","Y","M","High School",45,"Private",2690,1,"Minivan","Y",0,0,"N",0,"Urban",8,13,5015,46,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",49,"Commercial",8770,6,"Sports Car","Y",9232,3,"N",11,"Urban",14,7,12301,22,"not_white_collar"
"0",0,0,"N","Y","F","High School",29,"Private",5700,6,"SUV","N",5930,1,"N",0,"Urban",1,11,36864,42,"not_white_collar"
"0",0,0,"N","N","F","Masters",31,"Private",19740,10,"Pickup","N",0,0,"N",0,"Urban",12,9,138442,44,"white_collar"
"0",0,3,"N","Y","F","High School",56,"Commercial",26550,9,"Pickup","N",0,0,"N",2,"Urban",5,16,39636,42,"not_white_collar"
"0",0,0,"N","Y","M","High School",25,"Commercial",10250,1,"Pickup","Y",0,0,"Y",0,"Rural",1,12,47217,38,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",37,"Commercial",42170,6,"Panel Truck","Y",0,0,"Y",0,"Urban",8,10,54877,55,"not_white_collar"
"1",0,3,"Y","N","M","Masters",69,"Commercial",23330,1,"Panel Truck","Y",0,0,"N",0,"Urban",16,9,63364,35,"white_collar"
"0",0,0,"N","Y","F","Masters",23,"Private",6900,4,"Sports Car","N",12271,4,"N",2,"Urban",13,0,0,54,"not_white_collar"
"0",0,0,"N","Y","M","Masters",40,"Private",17610,4,"SUV","Y",1194,3,"N",1,"Urban",12,17,102485,66,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",24,"Commercial",14020,4,"Minivan","N",0,0,"N",0,"Rural",12,7,79249,46,"not_white_collar"
"1",0,3,"Y","N","F","High School",27,"Commercial",10890,1,"SUV","N",4044,2,"N",0,"Urban",9,10,26606,31,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",16,"Private",11040,7,"SUV","N",0,0,"N",0,"Urban",15,10,50352,45,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",31,"Commercial",19210,6,"Van","N",0,0,"N",4,"Urban",7,9,73727,31,"white_collar"
"0",0,0,"N","Y","M","High School",22,"Private",9050,1,"Pickup","N",10152,2,"N",5,"Urban",1,0,0,32,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",32,"Private",10080,1,"Minivan","Y",0,0,"N",0,"Urban",8,13,42768,43,"not_white_collar"
"1",1,1,"Y","N","M","Bachelors",46,"Private",12830,4,"Minivan","N",1510,1,"Y",1,"Urban",1,9,82517,43,"white_collar"
"0",2,2,"Y","N","M","Masters",16,"Private",21490,4,"Van","Y",5846,2,"N",1,"Urban",14,9,64599,36,"white_collar"
"0",0,0,"N","Y","M","High School",22,"Private",15330,4,"Minivan","N",0,0,"N",0,"Urban",5,14,33809,50,"not_white_collar"
"1",0,1,"N","Y","F","High School",66,"Private",14080,4,"Sports Car","N",5898,3,"N",3,"Urban",1,14,47217,67,"white_collar"
"0",0,0,"N","Y","M","High School",39,"Private",27160,3,"Minivan","Y",22906,1,"Y",0,"Urban",1,7,22362,48,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",39,"Commercial",28870,10,"Panel Truck","N",0,0,"N",0,"Rural",8,7,66948,51,"white_collar"
"0",0,0,"N","N","M","High School",44,"Private",21540,4,"Minivan","N",0,0,"N",0,"Rural",9,10,16423,42,"not_white_collar"
