"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","tif","red_car","clm_freq","revoked","mvr_pts","urbanicity","home_val","yoj","income","age","job"
"0","N",1,"N","Y","F","High School",27,"Private",6,"N",0,"N",0,"Rural",83983,0,0,33,"Professional"
"1","N",1,"N","Y","F","Bachelors",12,"Private",8,"N",0,"N",4,"Urban",124856,9,42018,32,"Professional"
"0","Y",1,"N","Y","M","High School",22,"Commercial",1,"N",0,"N",0,"Rural",0,0,0,45,"Professional"
"1","N",2,"N","Y","F","High School",34,"Private",6,"N",2,"N",0,"Urban",150050,11,47643,35,"Professional"
"0","Y",2,"N","Y","F","High School",32,"Private",1,"N",2,"N",1,"Urban",115923,12,21852,38,"Professional"
"1","N",0,"N","Y","M","Bachelors",14,"Commercial",1,"Y",2,"N",3,"Urban",279879,11,96813,41,"Professional"
"0","N",0,"N","N","F","PhD",25,"Commercial",1,"N",0,"N",0,"Urban",0,5,154099,53,"Professional"
"0","N",0,"N","Y","F","High School",38,"Private",7,"N",0,"N",2,"Urban",70232,0,0,45,"Professional"
"0","N",0,"N","N","M","PhD",52,"Private",7,"N",0,"N",0,"Urban",91949,0,0,47,"Professional"
"1","Y",2,"N","Y","F","Masters",41,"Commercial",6,"N",2,"N",0,"Urban",682634,14,290846,41,"Professional"
"0","N",1,"N","Y","F","Bachelors",9,"Private",11,"N",0,"N",0,"Urban",320567,14,118257,44,"Professional"
"1","N",0,"N","Y","M","Bachelors",33,"Private",6,"Y",0,"N",0,"Urban",128970,12,40711,44,"Professional"
"1","N",1,"Y","N","F","High School",45,"Private",10,"N",0,"N",0,"Urban",121092,12,31476,31,"Professional"
"0","N",0,"N","N","M","High School",44,"Private",7,"Y",2,"Y",5,"Urban",0,13,72289,54,"Blue Collar"
"0","N",3,"N","Y","F","High School",36,"Private",6,"N",0,"N",3,"Urban",104027,15,14769,34,"Professional"
"0","N",0,"N","Y","M","PhD",21,"Private",1,"N",0,"N",0,"Urban",366152,7,152992,46,"Professional"
"1","N",4,"N","Y","F","High School",34,"Commercial",1,"N",4,"N",0,"Urban",216444,13,54488,34,"Blue Collar"
"1","N",0,"N","Y","M","High School",23,"Commercial",10,"Y",0,"N",0,"Urban",158951,14,49636,53,"Blue Collar"
"1","Y",2,"N","Y","F","High School",17,"Commercial",1,"N",2,"N",0,"Urban",164455,11,43680,36,"Blue Collar"
"1","N",2,"N","Y","M","High School",43,"Commercial",1,"N",2,"N",2,"Urban",247416,15,74402,40,"Blue Collar"
"0","N",0,"N","N","M","PhD",17,"Private",1,"N",1,"N",4,"Urban",137805,14,24789,51,"Professional"
"0","N",0,"N","Y","F","High School",43,"Private",4,"N",0,"N",3,"Urban",146686,10,38370,35,"Professional"
"0","N",0,"N","Y","M","High School",33,"Private",6,"Y",1,"N",0,"Urban",0,12,4766,50,"Professional"
"1","N",2,"Y","N","F","High School",47,"Private",1,"N",1,"N",0,"Urban",0,13,11047,22,"Professional"
"0","N",1,"N","Y","F","Masters",41,"Private",1,"N",1,"N",3,"Urban",351274,11,127649,61,"Professional"
"0","N",0,"N","Y","F","Bachelors",33,"Private",6,"N",0,"N",0,"Rural",123810,15,20635,57,"Professional"
"0","N",1,"N","Y","M","High School",12,"Commercial",4,"Y",2,"N",9,"Urban",95764,10,14942,34,"Professional"
"0","Y",2,"N","Y","M","High School",6,"Commercial",6,"Y",3,"N",1,"Urban",164445,14,25513,37,"Blue Collar"
"0","N",0,"N","N","M","Masters",14,"Private",6,"Y",0,"N",0,"Urban",0,13,89627,44,"Professional"
"0","N",0,"N","Y","F","Masters",42,"Private",13,"N",0,"N",2,"Urban",326392,15,117244,39,"Professional"
"0","Y",2,"N","Y","M","Bachelors",58,"Private",4,"Y",0,"N",0,"Rural",115256,10,33809,40,"Professional"
"1","N",3,"N","Y","M","Masters",54,"Commercial",11,"Y",1,"N",0,"Urban",177908,17,35092,60,"Professional"
"0","Y",1,"N","Y","F","High School",22,"Private",4,"N",0,"N",2,"Rural",102166,11,33809,44,"Professional"
"0","N",0,"N","Y","M","High School",19,"Private",10,"N",0,"N",2,"Urban",211406,13,69223,36,"Professional"
"0","N",0,"N","N","F","High School",30,"Private",1,"N",2,"N",1,"Urban",0,12,13275,51,"Professional"
"0","N",0,"N","Y","F","Bachelors",40,"Private",7,"N",3,"N",0,"Urban",245513,14,74669,49,"Professional"
"1","N",0,"N","Y","F","High School",11,"Commercial",1,"N",0,"Y",1,"Urban",115330,13,24713,48,"Professional"
"1","N",1,"Y","N","F","Bachelors",6,"Private",10,"N",3,"N",4,"Urban",265035,11,73941,37,"Professional"
"0","N",0,"N","N","M","PhD",56,"Commercial",1,"N",1,"Y",0,"Urban",0,14,122777,47,"Professional"
"0","N",0,"N","Y","M","Bachelors",38,"Commercial",7,"Y",0,"N",4,"Rural",138910,10,34734,38,"Professional"
"0","N",3,"Y","N","F","High School",41,"Private",6,"N",0,"N",0,"Urban",0,14,51524,39,"Blue Collar"
"0","N",0,"N","Y","F","Masters",56,"Private",9,"N",3,"N",6,"Urban",158470,14,37854,48,"Professional"
"0","N",3,"N","Y","F","High School",17,"Private",4,"N",2,"N",6,"Urban",127612,17,23097,41,"Professional"
"1","N",0,"N","N","F","Bachelors",41,"Commercial",4,"N",2,"N",6,"Urban",0,0,0,39,"Professional"
"0","N",0,"N","Y","M","PhD",10,"Commercial",6,"Y",0,"N",0,"Rural",231577,11,76876,53,"Professional"
"0","Y",2,"N","Y","M","Bachelors",35,"Commercial",11,"Y",0,"N",0,"Urban",223991,13,67373,44,"Blue Collar"
"1","N",2,"Y","N","M","High School",5,"Commercial",1,"Y",0,"N",2,"Urban",0,13,69943,35,"Blue Collar"
"0","N",0,"N","N","F","Bachelors",66,"Private",8,"N",0,"N",3,"Urban",246895,11,88298,35,"Professional"
"0","N",0,"N","Y","F","Masters",62,"Private",7,"N",0,"N",2,"Rural",92800,12,2916,47,"Professional"
"0","N",1,"N","Y","F","High School",35,"Commercial",4,"N",0,"Y",0,"Rural",146606,13,42507,40,"Blue Collar"
"1","Y",1,"N","Y","M","Bachelors",38,"Private",6,"N",2,"N",0,"Urban",218195,12,39643,39,"Professional"
"1","Y",2,"N","Y","F","High School",52,"Private",1,"N",0,"N",1,"Urban",186086,11,43971,39,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",28,"Commercial",17,"Y",1,"N",0,"Urban",344365,14,106372,63,"Blue Collar"
"0","N",1,"Y","N","F","Bachelors",44,"Private",4,"N",3,"N",5,"Urban",0,13,66508,45,"Professional"
"0","N",4,"N","Y","F","High School",26,"Private",6,"N",0,"N",5,"Rural",114256,11,33483,31,"Professional"
"0","N",0,"N","Y","F","High School",23,"Private",4,"N",0,"N",0,"Urban",153346,12,37611,51,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",25,"Private",1,"N",0,"N",0,"Rural",268734,7,98678,53,"Blue Collar"
"0","N",0,"N","Y","M","Masters",29,"Private",1,"N",0,"Y",0,"Urban",177908,10,55891,52,"Professional"
"0","N",0,"N","Y","M","Masters",26,"Private",6,"Y",0,"Y",0,"Urban",240689,10,82996,46,"Professional"
"0","N",0,"N","Y","M","Bachelors",30,"Private",1,"N",0,"N",1,"Urban",262101,12,91922,49,"Professional"
"0","N",0,"N","N","M","Masters",36,"Private",1,"Y",0,"N",0,"Urban",0,10,106108,61,"Professional"
"0","N",0,"N","Y","M","Masters",12,"Private",10,"N",0,"N",0,"Urban",408578,12,161208,57,"Professional"
"0","Y",1,"N","Y","F","Masters",24,"Private",4,"N",1,"N",3,"Urban",245505,12,67218,45,"Professional"
"1","N",2,"N","Y","M","High School",55,"Private",15,"Y",2,"N",7,"Urban",87400,14,18159,25,"Professional"
"1","N",0,"N","N","F","High School",22,"Private",6,"N",2,"Y",0,"Urban",126125,11,28163,47,"Professional"
"0","N",3,"N","Y","F","Bachelors",35,"Private",4,"N",0,"N",1,"Rural",251268,16,57371,38,"Professional"
"1","N",0,"N","Y","F","High School",40,"Commercial",8,"N",1,"N",7,"Urban",211232,13,56227,55,"Blue Collar"
"0","N",0,"N","N","F","High School",55,"Private",3,"N",0,"N",0,"Rural",0,13,21642,50,"Blue Collar"
"1","Y",2,"N","Y","M","Masters",34,"Commercial",7,"Y",2,"Y",4,"Urban",309520,10,119354,41,"Professional"
"0","N",0,"N","Y","F","High School",32,"Private",13,"N",0,"N",0,"Rural",162420,10,28129,47,"Professional"
"0","N",0,"N","Y","M","High School",25,"Commercial",4,"Y",2,"N",1,"Urban",209158,11,56256,47,"Blue Collar"
"1","N",0,"N","N","F","High School",65,"Private",1,"N",3,"N",4,"Urban",165464,8,20753,40,"Professional"
"1","N",0,"N","Y","F","PhD",12,"Private",4,"N",2,"N",3,"Urban",115330,0,0,48,"Professional"
"0","N",0,"N","N","F","PhD",24,"Private",1,"N",1,"N",1,"Urban",0,10,73849,53,"Professional"
"0","N",0,"N","Y","M","Bachelors",32,"Private",1,"Y",0,"N",0,"Urban",227344,12,85292,37,"Professional"
"0","Y",0,"N","Y","F","High School",27,"Commercial",4,"N",0,"N",1,"Urban",204371,10,45023,47,"Professional"
"0","Y",2,"N","Y","F","High School",27,"Private",10,"N",0,"N",0,"Urban",61306,14,8928,44,"Professional"
"0","N",0,"N","Y","F","Masters",20,"Private",4,"N",2,"N",4,"Urban",247477,14,50096,68,"Professional"
"0","N",0,"N","Y","F","Bachelors",19,"Private",1,"N",0,"N",0,"Urban",238812,14,68328,56,"Professional"
"0","N",2,"N","Y","F","Bachelors",23,"Private",13,"N",0,"N",0,"Urban",162478,14,40564,45,"Professional"
"0","N",0,"N","Y","F","High School",44,"Commercial",10,"N",2,"Y",5,"Urban",217398,13,54873,50,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",44,"Private",1,"N",0,"N",0,"Rural",277348,11,97623,49,"Professional"
"0","N",5,"N","Y","F","High School",39,"Private",11,"N",4,"Y",0,"Urban",149827,16,32509,28,"Professional"
"0","N",0,"N","Y","F","High School",11,"Private",6,"N",0,"N",0,"Urban",86581,12,23504,32,"Professional"
"0","N",1,"N","Y","F","High School",34,"Commercial",3,"N",0,"N",1,"Rural",125297,14,24736,37,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",13,"Commercial",13,"Y",0,"N",0,"Urban",212621,13,49010,52,"Blue Collar"
"1","N",0,"N","N","F","PhD",55,"Commercial",16,"N",4,"N",6,"Urban",0,8,52589,39,"Professional"
"0","N",0,"N","Y","F","Bachelors",28,"Private",13,"N",0,"N",0,"Urban",313286,12,98830,56,"Professional"
"0","N",0,"N","N","M","PhD",12,"Private",7,"Y",0,"N",0,"Urban",400399,11,139745,51,"Professional"
"1","N",0,"N","Y","F","Bachelors",33,"Commercial",4,"N",0,"N",2,"Urban",237767,11,79388,43,"Blue Collar"
"1","N",0,"N","N","M","Bachelors",44,"Commercial",1,"Y",4,"N",3,"Urban",0,10,122773,54,"Professional"
"0","N",1,"N","Y","F","Bachelors",54,"Commercial",4,"N",1,"N",0,"Urban",0,14,8014,34,"Professional"
"0","N",0,"N","Y","M","Bachelors",20,"Private",4,"N",0,"N",2,"Urban",235648,13,68245,51,"Professional"
"0","N",1,"Y","N","F","High School",9,"Private",9,"N",0,"N",0,"Rural",0,10,18721,30,"Professional"
"1","N",0,"N","N","M","Masters",31,"Commercial",4,"N",0,"Y",0,"Urban",0,10,144922,48,"Professional"
"0","Y",2,"Y","N","M","High School",35,"Private",6,"Y",0,"N",0,"Rural",0,11,138,39,"Professional"
"0","N",0,"N","Y","F","High School",22,"Commercial",1,"N",0,"N",4,"Rural",173745,15,43118,59,"Blue Collar"
"1","Y",2,"Y","N","F","High School",51,"Commercial",1,"N",0,"Y",4,"Urban",0,13,65885,41,"Blue Collar"
"1","N",0,"N","N","F","High School",37,"Private",1,"N",1,"N",6,"Urban",208139,8,38253,57,"Professional"
"1","Y",2,"Y","N","F","Masters",35,"Private",3,"N",3,"N",1,"Urban",297539,10,107937,37,"Professional"
"0","N",0,"N","Y","M","High School",17,"Commercial",4,"Y",1,"N",7,"Urban",96532,9,22658,52,"Professional"
"0","N",0,"N","Y","F","High School",23,"Private",10,"N",4,"N",7,"Urban",136186,13,40854,50,"Professional"
"0","N",0,"N","Y","M","Bachelors",51,"Commercial",10,"N",0,"N",2,"Urban",271115,11,98569,48,"Blue Collar"
"0","Y",3,"Y","N","F","High School",40,"Private",1,"N",0,"N",3,"Urban",0,16,9836,41,"Professional"
"0","N",0,"N","Y","M","High School",19,"Private",1,"Y",0,"Y",2,"Urban",194928,11,51446,52,"Professional"
"1","N",0,"N","N","M","Bachelors",56,"Private",3,"Y",0,"N",0,"Urban",0,14,66524,47,"Professional"
"0","N",0,"N","Y","F","Masters",17,"Private",4,"N",0,"N",0,"Urban",292979,17,74027,55,"Professional"
"0","N",0,"N","Y","F","Masters",10,"Private",4,"N",2,"N",5,"Urban",145691,12,46269,50,"Professional"
"0","N",0,"N","Y","F","Masters",28,"Private",13,"N",1,"N",2,"Urban",233201,14,62063,61,"Professional"
"1","N",0,"N","N","F","High School",8,"Private",6,"N",0,"N",2,"Urban",175890,11,30319,53,"Professional"
"1","N",0,"N","Y","M","High School",69,"Commercial",1,"Y",3,"N",7,"Urban",87080,0,0,49,"Professional"
"0","N",0,"N","N","M","Bachelors",51,"Commercial",6,"Y",3,"N",5,"Urban",0,9,70628,55,"Professional"
"0","N",0,"N","Y","F","Bachelors",51,"Commercial",11,"N",2,"N",5,"Urban",201076,8,57906,51,"Blue Collar"
"1","N",0,"N","N","M","Bachelors",49,"Private",6,"Y",3,"Y",2,"Rural",0,11,38668,51,"Professional"
"0","N",0,"N","N","F","Bachelors",29,"Private",13,"N",0,"N",4,"Rural",215542,10,58544,39,"Professional"
"0","Y",3,"N","Y","M","High School",48,"Private",4,"Y",0,"N",3,"Rural",0,15,2660,40,"Professional"
"0","N",0,"N","N","F","Masters",55,"Private",7,"N",0,"N",1,"Urban",186564,15,54416,37,"Professional"
"1","N",0,"N","Y","F","High School",38,"Private",1,"N",0,"N",0,"Urban",266489,13,69236,44,"Blue Collar"
"1","N",3,"Y","N","F","High School",25,"Commercial",11,"N",1,"N",3,"Rural",0,15,12854,39,"Professional"
"0","N",0,"N","Y","M","Masters",25,"Private",1,"N",0,"N",0,"Urban",200577,15,68128,51,"Professional"
"0","N",0,"N","N","M","High School",37,"Commercial",1,"N",0,"N",0,"Rural",0,8,36807,41,"Blue Collar"
"1","N",0,"N","N","F","Bachelors",31,"Private",15,"N",2,"N",3,"Urban",0,0,0,40,"Professional"
"0","N",3,"Y","N","F","Bachelors",27,"Commercial",4,"N",0,"N",0,"Rural",265755,13,95584,33,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",28,"Private",4,"Y",0,"N",1,"Urban",185020,12,78582,35,"Professional"
"0","N",0,"N","Y","F","High School",10,"Private",7,"N",0,"N",0,"Rural",177908,5,30028,55,"Professional"
"1","N",0,"N","Y","F","Bachelors",32,"Private",1,"N",0,"N",1,"Urban",100226,0,8014,56,"Professional"
"1","N",0,"N","N","M","Bachelors",88,"Commercial",1,"Y",0,"N",0,"Rural",0,7,64379,35,"Blue Collar"
"1","N",0,"N","N","F","Bachelors",40,"Private",1,"N",3,"N",1,"Urban",70067,0,0,45,"Professional"
"1","N",2,"Y","N","M","High School",51,"Commercial",1,"N",2,"N",0,"Urban",0,14,82407,33,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",31,"Private",9,"N",2,"N",1,"Urban",247618,12,68328,48,"Professional"
"1","Y",1,"N","Y","F","Bachelors",34,"Private",10,"N",5,"N",1,"Urban",221443,7,64155,54,"Professional"
"0","N",0,"N","Y","F","High School",9,"Private",1,"N",0,"N",2,"Rural",169297,7,44358,46,"Professional"
"0","N",2,"Y","N","M","High School",49,"Commercial",1,"N",1,"Y",0,"Rural",0,0,0,42,"Professional"
"0","N",0,"N","N","F","High School",34,"Private",4,"N",0,"N",0,"Urban",243575,12,64133,48,"Professional"
"1","Y",2,"N","Y","F","Bachelors",25,"Commercial",3,"N",0,"Y",3,"Urban",321990,16,101470,45,"Blue Collar"
"1","N",4,"N","Y","M","High School",36,"Commercial",10,"Y",0,"N",4,"Urban",60950,0,0,32,"Professional"
"1","N",1,"N","Y","F","Masters",29,"Private",18,"N",0,"N",3,"Urban",282194,7,110880,26,"Professional"
"0","N",0,"N","N","M","Masters",32,"Private",1,"Y",0,"N",0,"Urban",310893,10,104462,49,"Professional"
"0","N",0,"N","Y","M","Bachelors",25,"Private",1,"N",0,"N",0,"Urban",360296,14,142333,56,"Professional"
"0","N",0,"N","Y","M","Bachelors",34,"Private",5,"N",0,"N",0,"Rural",168933,13,33809,46,"Professional"
"1","N",0,"N","N","M","Bachelors",47,"Commercial",4,"Y",4,"N",2,"Urban",0,13,78341,37,"Professional"
"0","N",0,"N","Y","M","Bachelors",46,"Commercial",9,"Y",0,"N",1,"Urban",291077,8,94054,47,"Blue Collar"
"1","N",0,"N","Y","F","Masters",53,"Private",11,"N",1,"N",0,"Urban",231176,14,65398,64,"Professional"
"0","N",1,"N","Y","F","High School",40,"Private",6,"N",0,"N",4,"Urban",122763,6,28182,33,"Professional"
"0","N",0,"N","N","F","High School",36,"Private",17,"N",0,"N",1,"Rural",204259,7,58460,42,"Blue Collar"
"0","N",2,"N","Y","F","High School",44,"Private",4,"N",0,"N",1,"Rural",242148,10,67730,44,"Blue Collar"
"1","N",0,"N","N","F","Masters",36,"Private",1,"N",2,"Y",4,"Urban",0,3,85545,41,"Professional"
"0","Y",2,"N","Y","F","High School",5,"Private",10,"N",0,"N",0,"Urban",95240,11,19785,39,"Blue Collar"
"0","N",3,"N","Y","F","Bachelors",80,"Commercial",4,"N",0,"N",0,"Rural",98248,13,730,38,"Professional"
"1","N",5,"N","Y","F","Bachelors",30,"Private",1,"N",2,"Y",4,"Urban",224977,14,59896,25,"Professional"
"0","N",0,"N","N","M","High School",35,"Commercial",3,"Y",0,"N",0,"Rural",0,9,21267,53,"Professional"
"1","N",0,"N","Y","F","High School",40,"Commercial",1,"N",1,"N",0,"Urban",80900,0,0,37,"Professional"
"1","N",0,"N","Y","M","PhD",22,"Commercial",1,"N",2,"N",0,"Urban",553221,13,231004,56,"Professional"
"0","N",0,"N","Y","F","Masters",76,"Private",13,"N",1,"Y",1,"Urban",199373,11,45147,37,"Professional"
"0","N",0,"N","Y","M","High School",30,"Commercial",4,"N",0,"N",0,"Rural",0,0,0,51,"Professional"
"1","N",0,"N","Y","F","High School",28,"Private",1,"N",0,"N",0,"Urban",165342,14,37523,55,"Blue Collar"
"0","N",0,"N","N","M","Masters",36,"Private",7,"Y",0,"N",1,"Urban",0,9,154602,50,"Professional"
"0","N",0,"N","Y","F","High School",31,"Commercial",13,"N",2,"N",1,"Urban",210146,6,48509,55,"Blue Collar"
"1","N",0,"N","Y","F","High School",47,"Commercial",17,"N",1,"N",5,"Urban",0,0,0,48,"Professional"
"0","N",0,"N","Y","M","Masters",37,"Commercial",4,"N",3,"N",5,"Urban",237767,13,85345,51,"Professional"
"0","N",0,"N","Y","F","Bachelors",40,"Private",6,"N",0,"N",0,"Urban",183581,5,28299,50,"Professional"
"0","N",0,"N","N","M","Masters",13,"Private",4,"Y",2,"N",5,"Urban",206406,12,58319,53,"Professional"
"0","N",0,"N","N","F","PhD",38,"Private",6,"N",0,"N",0,"Urban",0,10,67096,52,"Professional"
"0","N",0,"N","Y","F","Bachelors",41,"Private",3,"N",0,"N",0,"Rural",244590,9,87597,43,"Professional"
"0","N",0,"N","Y","F","High School",39,"Private",4,"N",0,"N",1,"Rural",169993,5,40864,57,"Professional"
"1","Y",4,"Y","N","F","High School",14,"Commercial",1,"N",1,"N",3,"Urban",0,16,65801,45,"Blue Collar"
"0","N",0,"N","Y","F","PhD",13,"Private",1,"N",0,"N",0,"Urban",533713,12,212960,48,"Professional"
"1","N",2,"Y","N","M","Bachelors",39,"Private",6,"Y",0,"N",2,"Urban",0,13,66452,35,"Professional"
"0","N",0,"N","N","M","High School",50,"Private",1,"Y",0,"N",0,"Rural",0,14,54639,49,"Professional"
"0","N",0,"N","N","F","Masters",21,"Private",1,"N",2,"Y",1,"Urban",242258,12,62538,47,"Professional"
"1","Y",1,"Y","N","M","High School",37,"Commercial",4,"N",0,"N",1,"Urban",0,10,35120,60,"Professional"
"1","N",0,"N","Y","M","High School",24,"Commercial",6,"N",0,"N",4,"Urban",139612,7,37192,46,"Professional"
"0","N",0,"N","N","F","Masters",45,"Private",1,"N",2,"Y",0,"Urban",0,10,61758,40,"Professional"
"0","N",1,"Y","N","F","High School",64,"Private",1,"N",0,"N",2,"Rural",68310,0,0,42,"Professional"
"0","N",0,"N","Y","F","Bachelors",5,"Commercial",9,"N",0,"N",4,"Urban",304883,8,104436,41,"Professional"
"1","N",0,"N","N","F","High School",28,"Commercial",7,"N",3,"Y",0,"Urban",0,0,0,53,"Professional"
"0","Y",2,"N","Y","M","High School",18,"Private",6,"Y",1,"N",7,"Urban",153488,13,33464,45,"Professional"
"0","N",0,"N","Y","M","Bachelors",40,"Private",1,"N",2,"N",5,"Urban",160824,15,30242,44,"Professional"
"0","N",0,"N","Y","F","High School",8,"Private",4,"N",0,"N",0,"Urban",123850,12,33997,39,"Blue Collar"
"0","N",0,"N","N","M","High School",51,"Private",3,"Y",0,"N",0,"Rural",0,12,33809,48,"Professional"
"1","N",1,"Y","N","M","High School",51,"Private",1,"Y",4,"N",9,"Urban",0,0,0,58,"Professional"
"0","N",0,"N","Y","F","PhD",22,"Private",6,"N",1,"N",0,"Urban",361561,7,133425,51,"Professional"
"0","Y",2,"N","Y","M","High School",7,"Commercial",6,"Y",0,"Y",3,"Rural",171976,14,30600,39,"Blue Collar"
"0","N",0,"N","Y","F","Masters",35,"Private",13,"N",0,"N",1,"Urban",177908,15,56744,64,"Professional"
"0","N",1,"Y","N","F","Bachelors",5,"Private",1,"N",0,"Y",1,"Urban",0,7,109254,44,"Professional"
"0","N",0,"N","N","M","High School",12,"Commercial",1,"Y",0,"N",1,"Rural",153571,12,31311,40,"Blue Collar"
"0","N",0,"N","N","F","Bachelors",59,"Private",1,"N",0,"N",1,"Rural",0,9,30394,39,"Professional"
"1","N",0,"N","Y","M","High School",7,"Commercial",1,"Y",0,"N",2,"Urban",198177,11,41367,52,"Blue Collar"
"0","N",0,"N","Y","F","PhD",28,"Private",1,"N",0,"N",2,"Urban",403989,12,195415,58,"Professional"
"0","N",2,"N","Y","F","High School",35,"Commercial",7,"N",0,"N",1,"Urban",283673,15,107278,44,"Blue Collar"
"0","N",0,"N","N","M","Masters",38,"Private",11,"Y",0,"Y",1,"Urban",308937,10,112684,48,"Professional"
"1","N",0,"N","N","F","High School",50,"Commercial",1,"N",1,"Y",2,"Urban",134741,14,19527,47,"Blue Collar"
"0","N",0,"N","Y","M","High School",29,"Commercial",9,"Y",2,"N",0,"Urban",195598,10,53564,47,"Blue Collar"
"0","Y",3,"N","Y","M","Bachelors",40,"Commercial",10,"Y",0,"Y",0,"Urban",185719,8,60860,43,"Blue Collar"
"1","N",1,"Y","N","M","High School",40,"Commercial",10,"Y",0,"Y",0,"Urban",0,9,19122,38,"Professional"
"0","N",0,"N","Y","F","Masters",71,"Private",1,"N",3,"N",0,"Urban",159132,18,16122,69,"Professional"
"1","N",3,"Y","N","F","Bachelors",16,"Commercial",7,"N",1,"Y",4,"Urban",0,0,0,27,"Professional"
"1","N",0,"N","N","F","Bachelors",16,"Commercial",1,"N",3,"Y",2,"Urban",0,0,0,49,"Professional"
"0","N",0,"N","Y","F","Bachelors",36,"Private",11,"N",0,"N",0,"Urban",212888,12,69618,38,"Professional"
"0","N",0,"N","Y","F","High School",83,"Private",1,"N",0,"N",0,"Rural",110261,7,28123,49,"Professional"
"0","N",0,"N","Y","M","High School",25,"Commercial",6,"Y",2,"N",1,"Urban",156362,10,33933,52,"Blue Collar"
"0","N",0,"N","Y","M","High School",26,"Private",17,"N",0,"N",0,"Rural",165740,12,41656,50,"Professional"
"0","N",1,"N","Y","F","Bachelors",24,"Private",4,"N",0,"N",2,"Urban",290127,7,85030,33,"Professional"
"0","N",0,"N","N","F","Bachelors",43,"Private",3,"N",3,"N",1,"Urban",166691,13,35594,55,"Professional"
"0","N",0,"N","N","M","High School",55,"Private",6,"Y",0,"N",0,"Urban",0,12,52722,54,"Professional"
"0","N",0,"N","N","M","PhD",31,"Commercial",10,"N",3,"N",2,"Urban",0,12,184068,56,"Professional"
"0","N",0,"N","Y","F","Masters",31,"Private",17,"N",0,"N",3,"Urban",151397,10,42474,47,"Professional"
"0","N",0,"N","N","M","High School",33,"Commercial",10,"Y",1,"N",3,"Urban",0,12,51435,53,"Professional"
"1","N",1,"Y","N","M","High School",33,"Commercial",10,"N",3,"N",5,"Urban",113050,9,26177,33,"Blue Collar"
"1","N",1,"N","Y","M","Bachelors",30,"Private",13,"Y",0,"N",2,"Urban",161808,11,44955,42,"Professional"
"0","N",0,"N","Y","F","Bachelors",17,"Private",9,"N",0,"N",4,"Urban",237554,8,70135,49,"Professional"
"0","N",1,"Y","N","F","High School",26,"Private",6,"N",0,"N",0,"Rural",0,11,17398,31,"Professional"
"0","N",0,"N","Y","M","Bachelors",5,"Private",6,"Y",0,"N",0,"Urban",230667,7,72085,55,"Professional"
"1","N",0,"N","Y","F","Bachelors",40,"Commercial",7,"N",2,"N",2,"Urban",273069,14,85183,47,"Professional"
"1","Y",2,"N","Y","M","High School",28,"Private",7,"Y",3,"N",1,"Urban",172982,14,36611,61,"Professional"
"0","N",0,"N","N","F","Masters",34,"Private",7,"N",0,"Y",1,"Urban",0,8,113910,48,"Professional"
"1","N",1,"N","Y","F","High School",33,"Commercial",4,"N",0,"N",0,"Urban",227852,10,69357,30,"Blue Collar"
"1","N",0,"N","N","M","PhD",45,"Private",1,"N",0,"N",0,"Urban",481375,12,179536,61,"Professional"
"0","N",0,"N","Y","M","PhD",49,"Private",6,"Y",0,"N",0,"Urban",428605,11,150318,38,"Professional"
"0","N",0,"N","Y","F","Bachelors",12,"Private",7,"N",1,"N",0,"Urban",265828,7,97611,47,"Professional"
"0","N",3,"Y","N","F","Bachelors",34,"Private",3,"N",3,"N",0,"Urban",197379,13,54464,32,"Professional"
"1","Y",3,"N","Y","F","High School",29,"Commercial",6,"N",1,"N",11,"Urban",162586,17,32505,43,"Blue Collar"
"0","N",0,"N","N","M","High School",26,"Private",3,"Y",1,"N",0,"Urban",0,5,263,43,"Professional"
"0","N",0,"N","Y","F","Masters",49,"Private",10,"N",1,"N",0,"Urban",265405,16,90015,50,"Professional"
"0","N",2,"Y","N","F","Bachelors",70,"Commercial",4,"N",3,"N",5,"Rural",0,0,8014,40,"Professional"
"0","N",0,"N","Y","M","Bachelors",14,"Private",10,"Y",0,"N",0,"Urban",236411,12,58108,53,"Professional"
"0","N",0,"N","Y","M","Masters",26,"Private",1,"Y",0,"N",0,"Urban",231329,12,81284,51,"Professional"
"0","N",0,"N","Y","F","High School",24,"Private",1,"N",3,"Y",5,"Urban",178233,13,44405,53,"Professional"
"0","Y",4,"N","Y","F","High School",41,"Commercial",7,"N",0,"N",1,"Rural",0,13,8014,37,"Professional"
"1","N",0,"N","N","F","Masters",45,"Private",4,"N",1,"Y",4,"Urban",196195,14,62706,61,"Professional"
"0","N",0,"N","Y","M","Bachelors",35,"Private",4,"N",0,"N",0,"Urban",0,0,0,36,"Professional"
"1","Y",2,"N","Y","F","High School",35,"Private",1,"N",2,"N",4,"Urban",64066,0,8014,37,"Professional"
"1","Y",2,"N","Y","M","High School",38,"Private",1,"N",0,"N",1,"Urban",121601,14,34084,42,"Professional"
"1","N",3,"Y","N","M","Bachelors",33,"Commercial",1,"Y",1,"N",0,"Urban",0,0,0,28,"Professional"
